2/20/2017 11:52 AM																																						
# FuelCalculationMethod = MassAirFlow																																						
Time (sec)	 Latitude (deg)	 Longitude (deg)	 Vehicle speed (MPH)	 Accel X (ft/s²)	 Accel Y (ft/s²)	 Accel Z (ft/s²)	 Engine RPM (RPM)	 Actual engine - percent torque (%)	 Instant fuel economy (MPG)	 Total fuel economy (MPG)	 Fuel rate (gal/hr)	 Rotation Rate X (deg/s)	 Rotation Rate Y (deg/s)	 Rotation Rate Z (deg/s)	 Roll (deg)	 Pitch (deg)	 Calculated load value (%)	 Engine coolant temperature (F)	 Intake manifold absolute pressure (inHg)	 Intake air temperature (F)	 Mass air flow rate (lb/min)	 Absolute throttle position (%)	 Time since engine start (sec)	 Fuel type	 Relative accelerator pedal position (%)	 Engine oil temperature (F)	 Engine fuel rate (gal/hr)	 Driver's demand engine - percent torque (%)	 Engine reference torque (lb•ft)	 Boost (psi)	 Acceleration (ft/s²)	 Acceleration (Avg) (ft/s²)	 Engine Power (hp)	 Engine Torque (lb•ft)	 A/F Commanded	 A/F Actual	 Fuel Remaining (gal)	 GPS Speed (MPH)
275.117	33.89468	-84.52061	0	-0.06359982	0.08656038	-0.0373452	0	0	0	14.98438	0	-0.006896973	-1.460815	0.2507324	-0.02020706	-23.55231	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
275.249	33.89468	-84.52061	0	-0.01639315	-0.05866209	-0.01991071	0	0	0	14.98438	0	-0.006393433	-1.400101	0.1894989	-0.009012565	-23.55292	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
275.436	33.89468	-84.52061	0	0.06428092	-0.004783505	0.03858724	0	0	0	14.98438	0	-0.007171631	-1.399551	0.3723297	-0.0186819	-23.54045	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
275.622	33.89468	-84.52061	0	-0.03426855	0.02254958	-0.0209425	0	0	0	14.98438	0	-0.06837463	-1.460419	0.3115845	-0.01445179	-23.55399	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
275.822	33.89468	-84.52061	0	0.01744092	-0.04378567	-0.03314401	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	-0.01421241	-23.54991	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
276.018	33.89468	-84.52061	0	0.04240002	-0.01106838	-0.101952	0	0	0	14.98438	0	-0.1288452	-1.338593	0.2499695	-0.0180089	-23.55643	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
276.149	33.89468	-84.52061	0	0.07036418	0.02518771	0.09082129	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	-0.02052787	-23.56227	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
276.342	33.89468	-84.52061	0	0.03176801	0.01825115	0.03886876	0	0	0	14.98438	0	-0.006896973	-1.460815	0.2507324	-0.01625987	-23.54974	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.62755	4.886274	0
276.541	33.89468	-84.52061	0	0.03953068	0.005470125	-0.05210294	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.009982198	-23.55081	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
276.734	33.89468	-84.52061	0	-0.01893041	-0.04692856	-0.061593	0	0	0	14.98438	0	-0.1293335	-1.460388	0.2505493	-0.0125734	-23.54988	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
276.93	33.89468	-84.52061	0	-0.04251561	-0.01798714	-0.01765819	0	0	0	14.98438	0	-0.06837463	-1.460419	0.3115845	-0.01660432	-23.55053	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.101	33.89468	-84.52061	0	0.01336517	0.01594207	-0.03533429	0	0	0	14.98438	0	-0.1288452	-1.338593	0.2499695	-0.0106745	-23.54819	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.21	33.89468	-84.52061	0	0.03377995	0.02833755	-0.1094531	0	0	0	14.98438	0	-0.06838989	-1.399338	0.3722382	-0.008682949	-23.5469	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.407	33.89468	-84.52061	0	-0.01002705	-0.02901731	-0.08266335	0	0	0	14.98438	0	-0.1903229	-1.338196	0.3108215	-0.008870283	-23.55238	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.601	33.89468	-84.52061	0	-0.04711879	-0.02172204	-0.07170669	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.01243819	-23.54844	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.798	33.89468	-84.52061	0	0.02792415	0.001448037	-0.09996053	0	0	0	14.98438	0	-0.129364	-1.338226	0.3718567	-0.004642463	-23.53926	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
277.992	33.89468	-84.52061	0	-0.02552616	-0.05341269	0.120652	0	0	0	14.98438	0	-0.1295776	-1.521286	0.2508392	-0.009509858	-23.54652	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
278.17	33.89468	-84.52061	0	0.000650289	-0.006250466	0.08649958	0	0	0	14.98438	0	0.05407715	-1.521927	0.2511139	-0.005095919	-23.54099	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
278.366	33.89468	-84.52061	0	0.09833856	0.01807576	0.03350139	0	0	0	14.98438	0	0.05430603	-1.399948	0.3114777	-0.003504688	-23.53627	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
278.562	33.89468	-84.52061	0	-0.02837626	0.001336701	0.00586559	0	0	0	14.98438	0	-0.1291046	-1.338409	0.3109131	-0.001629895	-23.54162	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
278.758	33.89468	-84.52061	0	0.05131349	0.03602456	-0.04654808	0	0	0	14.98438	0	0.05406189	-1.460846	0.3117676	-0.01012188	-23.54185	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
278.938	33.89468	-84.52061	0	0.0197185	0.07282004	-0.06176383	0	0	0	14.98438	0	0.05456543	-1.400131	0.2505341	-0.01030565	-23.5513	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.11	33.89468	-84.52061	0	-0.008429819	0.009448052	-0.02137869	0	0	0	14.98438	0	-0.1908264	-1.398911	0.3720551	-0.01505281	-23.55274	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.216	33.89468	-84.52061	0	0.04718833	0.0116994	-0.04607421	0	0	0	14.98438	0	-0.1293335	-1.460388	0.2505493	-0.01166418	-23.56168	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.324	33.89468	-84.52061	0	-0.0150314	0.04384702	-0.05539184	0	0	0	14.98438	0	-0.1293488	-1.399307	0.311203	-0.006336135	-23.5581	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.442	33.89468	-84.52061	0	0.04623594	0.04804638	-0.001707909	0	0	0	14.98438	0	-0.006652832	-1.399918	0.2504425	-0.01672207	-23.56075	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.641	33.89468	-84.52061	0	0.02211007	0.04317755	0.006168749	0	0	0	14.98438	0	-0.1286011	-1.277695	0.2496796	-0.01526245	-23.55503	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
279.838	33.89468	-84.52061	0	0.01117576	0.01319606	-0.05149839	0	0	0	14.98438	0	-0.00642395	-1.277939	0.3108063	-0.01396397	-23.55468	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.01	33.89468	-84.52061	0	-0.06831679	0.05445464	-0.00369893	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.01084742	-23.54818	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.156	33.89468	-84.52061	0	-0.04712515	-0.02159614	0.0306663	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	-0.01061205	-23.55516	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.352	33.89468	-84.52061	0	-0.02670261	-0.01085334	0.04906182	0	0	0	14.98438	0	-0.06811523	-1.460602	0.2506409	-0.01088428	-23.55384	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.52	33.89468	-84.52061	0	0.07143356	-0.006170397	0.09091251	0	0	0	14.98438	0	-0.00692749	-1.338654	0.3720398	-0.00925486	-23.55067	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.713	33.89468	-84.52061	0	0.0298255	-0.0328236	0.05645283	0	0	0	14.98438	0	-0.007156372	-1.460632	0.311676	-0.003847271	-23.55025	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
280.91	33.89468	-84.52061	0	-0.02199769	-0.02419	0.01847908	0	0	0	14.98438	0	-0.1288452	-1.338593	0.2499695	-0.004796155	-23.54889	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.103	33.89468	-84.52061	0	-0.02774687	-0.03890268	0.01684308	0	0	0	14.98438	0	-0.1291046	-1.338409	0.3109131	-0.002948513	-23.54491	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.259	33.89468	-84.52061	0	0.1353911	0.008594012	0.1445307	0	0	0	14.98438	0	-0.1293488	-1.399307	0.311203	-0.00414333	-23.5453	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.485	33.89468	-84.52061	0	-0.03576383	0.00711838	-0.05328037	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.000478531	-23.54062	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.619	33.89468	-84.52061	0	-0.01888614	-0.06563587	0.1229542	0	0	0	14.98438	0	0.05432129	-1.461029	0.250824	0.002987249	-23.53873	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.795	33.89468	-84.52061	0	-0.05324003	0.03935294	-0.147452	0	0	0	14.98438	0	-0.006652832	-1.399918	0.2504425	-0.000613026	-23.53376	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
281.989	33.89468	-84.52061	0	0.04445375	-0.009093946	-0.01282133	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.004186062	-23.53896	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
282.16	33.89468	-84.52061	0	-0.04677194	-0.02388473	0.07537739	0	0	0	14.98438	0	-0.129364	-1.338226	0.3718567	0.005447435	-23.53951	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
282.355	33.89468	-84.52061	0	0.05016743	0.008932768	0.09484993	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	0.0107862	-23.54437	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
282.55	33.89468	-84.52061	0	0.02123197	0.06176884	0.04883874	0	0	0	14.98438	0	-0.190567	-1.399094	0.3111115	-0.000477114	-23.54472	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
282.744	33.89468	-84.52061	0	-0.03787667	0.03198142	-0.03507999	0	0	0	14.98438	0	-0.1295929	-1.460205	0.3114929	-0.000615398	-23.5489	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
282.916	33.89468	-84.52061	0	0.02568089	-0.07470761	0.009780622	0	0	0	14.98438	0	-0.006393433	-1.400101	0.1894989	-0.000270928	-23.54805	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
283.099	33.89468	-84.52061	0	-0.03652008	0.01282237	0.002216855	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.001252575	-23.55766	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
283.292	33.89468	-84.52061	0	-0.02311412	0.01955777	0.03395604	0	0	0	14.98438	0	0.05404663	-1.399765	0.3724213	-0.001109521	-23.55566	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
283.478	33.89468	-84.52061	0	-0.4704386	-0.3800896	-0.03420934	0	0	0	14.98438	0	-0.1300964	-1.52092	0.3727264	-0.02478688	-23.55219	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
283.673	33.89468	-84.52061	0	-0.08510729	0.44527	0.02971782	0	0	0	14.98438	0	-0.2472534	-0.8524475	-0.2400818	-0.07834049	-23.5512	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
283.867	33.89468	-84.52061	0	0.5279073	-0.1615417	0.5167909	0	0	0	14.98438	0	0.05302429	-1.460114	0.555542	-0.06012166	-23.49485	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
284.077	33.89468	-84.52061	0	-0.02502295	-0.1599498	0.02191762	0	0	0	14.98119	0.06593692	-0.1908264	-1.398911	0.3720551	-0.1094884	-23.37851	0	206.6	29.2348	93.2	0.19845	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0.9040684	0	29.26269	14.56325	4.886274	0
284.224	33.89468	-84.52061	0	0.1025665	0.03276284	0.09802806	739.5	0	0	14.98119	0.06593692	0.05480957	-1.339233	0.2502441	-0.06583796	-23.46348	0	206.6	29.2348	93.2	0.19845	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0.9040684	6.420919	29.26269	14.56325	4.886274	0
284.404	33.89468	-84.52061	0	0.02114554	0.05282649	-0.1800704	739.5	0	0	14.98119	0.06593692	-0.06838989	-1.399338	0.3722382	-0.08550999	-23.3937	32.94118	206.6	29.2348	93.2	0.19845	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0.9040684	6.420919	29.26269	14.56325	4.886274	0
284.601	33.89468	-84.52061	0	0.09355114	0.005135817	0.1282848	739.5	0	0	14.98119	0.06593692	0.1155243	-1.400162	0.3115692	-0.04150738	-23.5101	32.94118	206.6	15.65095	93.2	0.19845	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	0.9040684	6.420919	29.26269	14.56325	4.886274	0
284.795	33.89468	-84.52061	0	0.1231917	-0.02438944	0.3923713	739.5	0	0	14.98119	0.06593692	-0.00692749	-1.338654	0.3720398	-0.05503403	-23.47479	32.94118	206.6	15.65095	93.2	0.19845	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	0.9040684	6.420919	29.26269	14.56325	4.886274	0
284.99	33.89468	-84.52061	0	0.05283169	0.02052156	-0.2812968	739.5	0	0	14.98119	0.06593692	-0.007415771	-1.460449	0.3726196	-0.05416479	-23.4691	32.94118	206.6	15.65095	93.2	0.19845	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	0.9040684	6.420919	29.26269	14.56325	4.886274	0
285.171	33.89468	-84.52061	0	0.01140628	-0.09043883	-0.09472299	739.5	0	0	14.97339	0.2000086	0.1160278	-1.339447	0.2503357	-0.02736565	-23.5112	32.94118	206.6	15.65095	93.2	0.601965	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	2.742341	6.420919	29.26269	11.82564	4.886274	0
285.306	33.89468	-84.52061	0	0.1982036	0.1649619	0.1000145	739.5	0	0	14.97339	0.2000086	-0.00642395	-1.277939	0.3108063	-0.04640973	-23.47943	32.94118	206.6	15.65095	93.2	0.601965	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	2.742341	6.420919	14.61371	11.82564	4.886274	0
285.504	33.89468	-84.52061	0	0.06667192	0.0425488	0.07765623	648	0	0	14.97339	0.2000086	-0.190567	-1.399094	0.3111115	-0.03131169	-23.4978	32.94118	206.6	15.65095	93.2	0.601965	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
285.673	33.89468	-84.52061	0	0.05530947	-0.006718706	0.03977725	648	0	0	14.97339	0.2000086	-0.06762695	-1.338806	0.250061	-0.03360806	-23.48821	14.90196	206.6	15.65095	93.2	0.601965	11.76471	324	0	0	0	0	0	0	-6.526698	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
285.867	33.89468	-84.52061	0	-0.09763673	0.1196322	-0.1025746	648	0	0	14.97339	0.2000086	-0.06837463	-1.460419	0.3115845	-0.01319202	-23.49438	14.90196	206.6	12.69794	93.2	0.601965	11.76471	324	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
286.071	33.89468	-84.52061	0	0.2027902	-0.05190036	-0.1022034	648	0	0	14.97339	0.2000086	-0.007415771	-1.460449	0.3726196	-0.01514743	-23.5021	14.90196	206.6	12.69794	93.2	0.601965	12.15686	324	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
286.264	33.89468	-84.52061	0	0.2168187	0.06350189	-0.1117477	648	0	0	14.97339	0.2000086	-0.1291046	-1.338409	0.3109131	-0.03187512	-23.48438	14.90196	206.6	12.69794	93.2	0.601965	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
286.452	33.89468	-84.52061	0	0.1926616	-0.005069862	-0.138289	648	0	0	14.97339	0.2000086	-0.006912231	-1.399734	0.3113861	-0.03247139	-23.49543	14.90196	206.6	12.69794	93.2	0.601965	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	11.82564	4.886274	0
286.642	33.89468	-84.52061	0	0.3883457	-0.00883686	0.009218833	648	0	0	14.97339	0.2000086	-0.1291046	-1.338409	0.3109131	-0.02731687	-23.50136	14.90196	206.6	12.69794	93.2	0.601965	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	13.65547	4.886274	0
286.837	33.89468	-84.52061	0	0.04794672	0.03540786	-0.1129929	648	0	0	14.97339	0.2000086	-0.007156372	-1.460632	0.311676	-0.02475154	-23.49208	14.90196	206.6	12.69794	93.2	0.601965	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	2.742341	22.22698	14.61371	13.65547	4.886274	0
287.041	33.89468	-84.52061	0	0.1054338	-0.004946545	-0.02404122	648	0	0	14.94781	0.4445111	-0.12883	-1.399673	0.1893158	-0.02680916	-23.51202	14.90196	206.6	12.69794	93.2	0.668115	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	6.094741	22.22698	14.61371	13.65547	4.886274	0
287.207	33.89468	-84.52061	0	0.1667518	0.0107107	0.07495799	648	0	0	14.94781	0.4445111	-0.06887817	-1.521133	0.372818	-0.02485331	-23.49945	14.90196	206.6	12.69794	93.2	0.668115	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	6.094741	22.22698	14.30293	13.65547	4.886274	0
287.397	33.89468	-84.52061	0	0.07291219	-0.009846545	-0.002231531	619	0	0	14.94781	0.4445111	-0.1895447	-1.338745	0.1279907	-0.03375586	-23.51186	14.90196	206.6	12.69794	93.2	0.668115	12.15686	338	0	0	0	0	0	0	-7.977076	4.55E-15	3.28E-16	6.094741	51.71287	14.30293	13.65547	4.886274	0
287.59	33.89468	-84.52061	0	-0.2252187	-0.00478601	-0.1705827	619	0	0	14.94781	0.4445111	-0.1295929	-1.460205	0.3114929	-0.03256794	-23.50312	16.47059	206.6	14.17445	93.2	0.668115	12.15686	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.094741	51.71287	14.30293	13.65547	4.886274	0
287.766	33.89468	-84.52061	0	-0.07571795	-0.08182075	-0.112331	619	0	0	14.94781	0.4445111	-0.2522888	-1.459595	0.3722534	-0.02017505	-23.51755	16.47059	206.6	14.17445	93.2	0.668115	12.15686	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.094741	51.71287	14.30293	13.65547	4.886274	0
287.962	33.89468	-84.52061	0	0.01752995	-0.1428383	0.1767779	619	0	0	14.94781	0.4445111	-0.1295929	-1.460205	0.3114929	-0.0159846	-23.51176	16.47059	206.6	14.17445	93.2	0.668115	12.54902	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.094741	51.71287	14.30293	13.65547	4.886274	0
288.119	33.89468	-84.52061	0	0.195361	-0.09487361	0.1391861	619	0	0	14.94781	0.4445111	-0.25177	-1.459961	0.2503662	-0.01747232	-23.50907	16.47059	206.6	14.17445	93.2	0.668115	12.54902	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.094741	51.71287	14.30293	13.68405	4.886274	0
288.284	33.89468	-84.52061	0	-0.0605611	-0.06481358	-0.01401099	619	0	0	14.92918	0.4667604	-0.1293488	-1.399307	0.311203	-0.02888255	-23.51663	16.47059	206.6	14.17445	93.2	0.686637	12.54902	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.399803	51.71287	14.30293	13.68405	4.886274	0
288.478	33.89468	-84.52061	0	0.04147346	-0.157937	-0.07529695	619	0	0	14.92918	0.4667604	-0.06736755	-1.338989	0.1891174	-0.01078056	-23.51557	16.47059	206.6	14.17445	93.2	0.686637	12.54902	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.399803	51.71287	14.30293	13.68405	4.886274	0
288.674	33.89468	-84.52061	0	-0.1771508	0.1806869	0.07674531	667.5	0	0	14.92918	0.4667604	-0.1905518	-1.460175	0.2504578	-0.005054639	-23.52131	16.47059	206.6	14.17445	93.2	0.686637	12.54902	338	0	0	0	0	0	0	-7.251887	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.68405	4.886274	0
288.865	33.89468	-84.52061	0	-0.1390727	0.08540035	-0.09105827	667.5	0	0	14.92918	0.4667604	-0.006149292	-1.339203	0.189209	-0.01089448	-23.52514	17.64706	206.6	13.87915	93.2	0.686637	12.54902	338	0	0	0	0	0	0	-7.396924	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.68405	4.886274	0
289.074	33.89468	-84.52061	0	-0.07431588	0.03387024	-0.02500417	667.5	0	0	14.92918	0.4667604	-0.190567	-1.399094	0.3111115	-0.01448016	-23.51269	17.64706	206.6	13.87915	91.4	0.686637	12.54902	338	0	0	0	0	0	0	-7.396924	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.68405	4.886274	0
289.267	33.89468	-84.52061	0	-0.0262263	-0.1407848	-0.05214694	667.5	0	0	14.92918	0.4667604	0.05380249	-1.460663	0.3727112	-0.02473078	-23.50124	17.64706	206.6	13.87915	91.4	0.686637	12.54902	338	0	0	0	0	0	0	-7.396924	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.68405	4.886274	0
289.456	33.89468	-84.52061	0	0.08090197	0.04538464	0.06722624	667.5	0	0	14.92918	0.4667604	-0.1293488	-1.399307	0.311203	-0.01277662	-23.51504	17.64706	206.6	13.87915	91.4	0.686637	12.54902	338	0	0	0	0	0	0	-7.396924	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.68405	4.886274	0
289.652	33.89468	-84.52061	0	-0.1032896	-0.1438068	-0.234184	667.5	0	0	14.92918	0.4667604	-0.007415771	-1.460449	0.3726196	-0.007225725	-23.50526	17.64706	206.6	13.87915	91.4	0.686637	12.54902	338	0	0	0	0	0	0	-7.396924	4.55E-15	3.28E-16	6.399803	50.35579	13.53134	13.5233	4.886274	0
