2/20/2017 11:52 AM																																						
# FuelCalculationMethod = MassAirFlow																																						
Time (sec)	 Latitude (deg)	 Longitude (deg)	 Vehicle speed (MPH)	 Accel X (ft/s²)	 Accel Y (ft/s²)	 Accel Z (ft/s²)	 Engine RPM (RPM)	 Actual engine - percent torque (%)	 Instant fuel economy (MPG)	 Total fuel economy (MPG)	 Fuel rate (gal/hr)	 Rotation Rate X (deg/s)	 Rotation Rate Y (deg/s)	 Rotation Rate Z (deg/s)	 Roll (deg)	 Pitch (deg)	 Calculated load value (%)	 Engine coolant temperature (F)	 Intake manifold absolute pressure (inHg)	 Intake air temperature (F)	 Mass air flow rate (lb/min)	 Absolute throttle position (%)	 Time since engine start (sec)	 Fuel type	 Relative accelerator pedal position (%)	 Engine oil temperature (F)	 Engine fuel rate (gal/hr)	 Driver's demand engine - percent torque (%)	 Engine reference torque (lb•ft)	 Boost (psi)	 Acceleration (ft/s²)	 Acceleration (Avg) (ft/s²)	 Engine Power (hp)	 Engine Torque (lb•ft)	 A/F Commanded	 A/F Actual	 Fuel Remaining (gal)	 GPS Speed (MPH)
259.955	33.89467	-84.52061	0	0.06238015	0.01889956	0.007713265	0	0	0	14.98438	0	-0.1296082	-1.399124	0.3721466	0.01411085	-23.55997	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
260.132	33.89468	-84.52061	0	-0.01752215	-0.05029212	0.06163334	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	0.01805656	-23.56555	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
260.318	33.89468	-84.52061	0	-0.0428417	-0.06005545	-0.01013746	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	0.01299896	-23.56682	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
260.429	33.89468	-84.52061	0	0.05935741	-0.03600461	-0.06511167	0	0	0	14.98438	0	-0.1298523	-1.460022	0.3724365	0.01697303	-23.56514	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
260.624	33.89468	-84.52061	0	0.01596477	0.1131971	-0.05248678	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.02529104	-23.5513	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
260.822	33.89468	-84.52061	0	-0.03217031	-0.004792064	-0.05882116	0	0	0	14.98438	0	-0.1290894	-1.39949	0.2502594	0.01283854	-23.55311	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.014	33.89468	-84.52061	0	0.03980223	-0.03283443	-0.02200493	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	0.01576647	-23.55579	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.15	33.89468	-84.52061	0	0.0324307	-0.03951656	-0.03978889	0	0	0	14.98438	0	-0.06811523	-1.460602	0.2506409	0.01729941	-23.55856	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.27	33.89468	-84.52061	0	-0.01673307	0.04043053	-0.06198959	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	0.01968616	-23.55594	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.44	33.89468	-84.52061	0	0.01030719	-0.03914223	-0.03053647	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.01785119	-23.54911	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.636	33.89468	-84.52061	0	0.00415375	0.02089425	0.009154244	0	0	0	14.98438	0	-0.1288452	-1.338593	0.2499695	0.0172012	-23.55011	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
261.831	33.89468	-84.52061	0	-0.02864566	0.05790789	-0.03293988	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	0.01479782	-23.56664	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.001	33.89468	-84.52061	0	-0.00277571	0.01345037	-0.04245526	0	0	0	14.98438	0	-0.1293488	-1.399307	0.311203	0.01101555	-23.55771	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.198	33.89468	-84.52061	0	0.05055257	-0.04724122	0.02628679	0	0	0	14.98438	0	-0.1295929	-1.460205	0.3114929	0.009857992	-23.55848	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.348	33.89468	-84.52061	0	0.005710627	-0.05095531	0.02196728	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.01063699	-23.5594	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.511	33.89468	-84.52061	0	0.03415347	-0.01605525	0.04386457	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.01572139	-23.55728	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.709	33.89468	-84.52061	0	0.03181829	0.005573446	0.1678745	0	0	0	14.98438	0	-0.12883	-1.399673	0.1893158	0.003133976	-23.55827	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
262.903	33.89468	-84.52061	0	0.04701456	0.01955405	0.09884792	0	0	0	14.98438	0	-0.06861877	-1.521317	0.3118744	0.002902875	-23.55808	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.096	33.89468	-84.52061	0	0.01387912	0.1034359	0.03752805	0	0	0	14.98438	0	-0.1293488	-1.399307	0.311203	0.004404157	-23.55945	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.27	33.89468	-84.52061	0	0.007560742	0.006692089	-0.0263942	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	0.000912114	-23.55616	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.419	33.89468	-84.52061	0	0.02903539	0.01310911	-0.003959579	0	0	0	14.98438	0	-0.007415771	-1.460449	0.3726196	0.002169834	-23.5606	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.617	33.89468	-84.52061	0	-0.03254084	-0.005897534	-0.00821479	0	0	0	14.98438	0	0.05430603	-1.399948	0.3114777	0.005334849	-23.56343	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.787	33.89468	-84.52061	0	0.0500164	-0.0147303	-0.005980589	0	0	0	14.98438	0	-0.1293488	-1.399307	0.311203	0.003437705	-23.55908	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
263.982	33.89468	-84.52061	0	-0.02139045	-0.01233326	-0.006805892	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.000555264	-23.56206	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
264.149	33.89468	-84.52061	0	0.02262893	-0.0296445	0.07504879	0	0	0	14.98438	0	0.05480957	-1.339233	0.2502441	0.001082803	-23.55826	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
264.353	33.89468	-84.52061	0	0.02712025	0.03808449	0.03581401	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	0.005568751	-23.55639	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
264.542	33.89468	-84.52061	0	0.05899152	0.08636029	-0.05553652	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.00239814	-23.56112	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
264.738	33.89468	-84.52061	0	-0.01440563	0.04748946	-0.05475402	0	0	0	14.98438	0	-0.007156372	-1.460632	0.311676	0.000814335	-23.54778	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
264.936	33.89468	-84.52061	0	-0.06713646	-0.01146498	-0.07017677	0	0	0	14.98438	0	0.05455017	-1.33905	0.3111877	0.003414853	-23.55318	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
265.127	33.89468	-84.52061	0	-0.04959246	-0.02548602	-0.05971292	0	0	0	14.98438	0	0.05432129	-1.461029	0.250824	-0.006949598	-23.55101	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
265.316	33.89468	-84.52061	0	-0.01149902	-0.074793	-0.05077702	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	-0.001632239	-23.55405	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
265.512	33.89468	-84.52061	0	-0.02284231	-0.006719554	-0.002707373	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.006414543	-23.55887	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
265.707	33.89468	-84.52061	0	-0.01193279	0.005387337	0.02870682	0	0	0	14.98438	0	-0.06764221	-1.277725	0.3107147	-0.01381601	-23.56364	0	210.2	29.2348	91.4	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
265.899	33.89468	-84.52061	0	0.00173242	0.03634544	0.03812882	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.007266895	-23.56103	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.102	33.89468	-84.52061	0	0.02792443	0.01193372	-0.04528773	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	-0.009085916	-23.5617	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.239	33.89468	-84.52061	0	0.01620399	0.01026433	-0.04878123	0	0	0	14.98438	0	-0.1903076	-1.399277	0.2501678	-0.01014037	-23.55684	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.429	33.89468	-84.52061	0	-0.06453024	-0.0606598	-0.004044789	0	0	0	14.98438	0	-0.1291046	-1.338409	0.3109131	-0.008808757	-23.54995	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.624	33.89468	-84.52061	0	-0.002085342	0.001549331	0.05259626	0	0	0	14.98438	0	-0.06764221	-1.277725	0.3107147	-0.006109024	-23.55124	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.821	33.89468	-84.52061	0	0.06595775	0.04785513	0.0813306	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	-0.01053963	-23.55611	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
266.93	33.89468	-84.52061	0	0.02103653	0.03224867	-0.001200393	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	-0.0056288	-23.55999	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
267.124	33.89468	-84.52061	0	0.03623965	0.02307146	0.01044387	0	0	0	14.98438	0	-0.1296082	-1.399124	0.3721466	-0.006077148	-23.55648	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
267.249	33.89468	-84.52061	0	-0.01786769	0.009904736	-0.0725005	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	-0.01321236	-23.55629	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
267.44	33.89468	-84.52061	0	-0.05776638	0.01696363	-0.06438652	0	0	0	14.98438	0	-0.1900635	-1.338379	0.2498779	-0.01830132	-23.54964	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
267.632	33.89468	-84.52061	0	-0.007949157	-0.03511869	0.01998217	0	0	0	14.98438	0	-0.06838989	-1.399338	0.3722382	-0.01582201	-23.55452	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
267.817	33.89468	-84.52061	0	0.0457624	-0.01322704	0.03391054	0	0	0	14.98438	0	-0.06838989	-1.399338	0.3722382	-0.01344316	-23.55095	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.011	33.89468	-84.52061	0	0.02020931	-0.01109198	0.04560215	0	0	0	14.98438	0	-0.1903229	-1.338196	0.3108215	-0.003996963	-23.55087	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.159	33.89468	-84.52061	0	0.03903783	-0.00732887	-0.01173592	0	0	0	14.98438	0	-0.006408691	-1.33902	0.2501526	-0.006770273	-23.551	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.27	33.89468	-84.52061	0	0.000963585	-0.002531997	0.06846514	0	0	0	14.98438	0	0.05479431	-1.278152	0.3108978	-0.009281006	-23.55209	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.461	33.89468	-84.52061	0	-0.0384245	0.03766325	0.03449518	0	0	0	14.98438	0	-0.006668091	-1.338837	0.3110962	-0.006826606	-23.54887	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.657	33.89468	-84.52061	0	0.01083476	-0.06580169	0.02514141	0	0	0	14.98438	0	-0.1288452	-1.338593	0.2499695	-0.005994739	-23.55253	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
268.839	33.89468	-84.52061	0	0.03587569	0.03531813	-0.05055672	0	0	0	14.98438	0	-0.1295929	-1.460205	0.3114929	-0.004800934	-23.55268	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.075	33.89468	-84.52061	0	0.01604725	0.01355889	-0.01848358	0	0	0	14.98438	0	-0.190567	-1.399094	0.3111115	-0.00565579	-23.55377	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.134	33.89468	-84.52061	0	0.01469259	-0.008291276	-0.05948734	0	0	0	14.98438	0	-0.06838989	-1.399338	0.3722382	-0.005255087	-23.55288	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.32	33.89468	-84.52061	0	0.07666714	0.03594562	0.1074512	0	0	0	14.98438	0	-0.06863403	-1.460236	0.3725281	-0.005992929	-23.55276	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.499	33.89468	-84.52061	0	-0.007483434	0.02968512	-0.0632744	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	-0.000540535	-23.55233	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.695	33.89468	-84.52061	0	-0.01091995	-0.04811494	-0.09474349	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	0.003527638	-23.55583	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
269.889	33.89468	-84.52061	0	-0.00131533	0.01314125	-0.04872428	0	0	0	14.98438	0	-0.006652832	-1.399918	0.2504425	-0.005497227	-23.54852	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
270.09	33.89468	-84.52061	0	-0.005545846	-0.01026964	-0.02164371	0	0	0	14.98438	0	-0.006668091	-1.338837	0.3110962	-0.007375552	-23.54565	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
270.289	33.89468	-84.52061	0	0.008143687	-0.05397037	0.04885419	0	0	0	14.98438	0	-0.006652832	-1.399918	0.2504425	-0.004761004	-23.5533	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
270.483	33.89468	-84.52061	0	0.02105325	0.00955012	0.08138447	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	-0.001021611	-23.54826	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
270.681	33.89468	-84.52061	0	0.06670303	-0.003509474	0.05628207	0	0	0	14.98438	0	-0.006652832	-1.399918	0.2504425	-0.004843473	-23.55025	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
270.879	33.89468	-84.52061	0	0.04422206	-0.04398261	-0.104877	0	0	0	14.98438	0	-0.007156372	-1.460632	0.311676	0.000648714	-23.55366	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.075	33.89468	-84.52061	0	0.04479529	0.02414459	-0.01959471	0	0	0	14.98438	0	-0.06814575	-1.33844	0.3719482	-0.01079058	-23.55297	0	210.2	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.223	33.89468	-84.52061	0	0.02576637	-0.02130949	-0.01456641	0	0	0	14.98438	0	-0.06863403	-1.460236	0.3725281	-0.005951739	-23.54782	0	206.6	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.328	33.89468	-84.52061	0	0.04102969	0.01358995	0.06411441	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	-0.007163538	-23.5517	0	206.6	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.524	33.89468	-84.52061	0	0.008195055	0.01388641	-0.01222115	0	0	0	14.98438	0	0.115036	-1.521957	0.312149	-0.001040901	-23.55788	0	206.6	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.693	33.89468	-84.52061	0	-0.000662618	-0.01022407	-0.0682418	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	0.006947713	-23.55593	0	206.6	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
271.888	33.89468	-84.52061	0	0.009231007	0.03295069	-0.03270519	0	0	0	14.98438	0	-0.06788635	-1.338623	0.3110046	0.003162615	-23.55273	0	206.6	29.2348	93.2	0	17.2549	308	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.06	33.89468	-84.52061	0	0.03760215	0.00054039	0.07903834	0	0	0	14.98438	0	-0.190567	-1.399094	0.3111115	0.003078741	-23.56104	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.24	33.89468	-84.52061	0	-0.15612	0.05085689	0.09877953	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	0.006750045	-23.56448	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.368	33.89468	-84.52061	0	-0.03515489	-0.01839218	-0.1513344	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.002554401	-23.55833	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.551	33.89468	-84.52061	0	0.036709	-0.006898157	-0.07743251	0	0	0	14.98438	0	-0.1298523	-1.460022	0.3724365	-0.003800391	-23.55718	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.746	33.89468	-84.52061	0	0.05088009	-0.02922932	-0.0026795	0	0	0	14.98438	0	-0.1298523	-1.460022	0.3724365	-0.02317413	-23.56525	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
272.918	33.89468	-84.52061	0	-0.1476853	0.1037305	0.1280729	0	0	0	14.98438	0	-0.006668091	-1.338837	0.3110962	-0.03117772	-23.56543	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
273.114	33.89468	-84.52061	0	-0.04627089	0.03895484	-0.1136137	0	0	0	14.98438	0	-0.006912231	-1.399734	0.3113861	-0.02923369	-23.56586	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
273.313	33.89468	-84.52061	0	0.003763534	0.003984897	0.04026799	0	0	0	14.98438	0	-0.06838989	-1.399338	0.3722382	-0.02033043	-23.5634	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
273.465	33.89468	-84.52061	0	0.04538992	-0.02929972	0.05649278	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.006869825	-23.55166	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
273.657	33.89468	-84.52061	0	-0.008309126	-0.01067648	-0.03258666	0	0	0	14.98438	0	-0.06863403	-1.460236	0.3725281	-0.003280739	-23.54696	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
273.836	33.89468	-84.52061	0	0.02810651	-0.01905188	-0.07405993	0	0	0	14.98438	0	-0.06814575	-1.33844	0.3719482	-0.001473893	-23.5471	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.064	33.89468	-84.52061	0	0.09205899	0.004486387	-0.03942266	0	0	0	14.98438	0	-0.06887817	-1.521133	0.372818	-0.01639456	-23.54633	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.161	33.89468	-84.52061	0	0.06269502	0.0227576	-0.07719517	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	0.004066915	-23.55011	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.348	33.89468	-84.52061	0	0.02293872	0.003589628	0.133267	0	0	0	14.98438	0	-0.1900635	-1.338379	0.2498779	-0.01483835	-23.54819	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.54	33.89468	-84.52061	0	-0.05045109	0.06801005	-0.008589167	0	0	0	14.98438	0	-0.06813049	-1.399521	0.3112946	-0.01423291	-23.55358	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.735	33.89468	-84.52061	0	-0.01529179	0.03953386	-0.06546187	0	0	0	14.98438	0	-0.06787109	-1.399704	0.250351	-0.003031656	-23.55448	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
274.922	33.89468	-84.52061	0	-0.06046664	0.02136344	-0.190215	0	0	0	14.98438	0	0.05432129	-1.461029	0.250824	-0.00994931	-23.55657	0	206.6	29.2348	93.2	0	17.2549	324	0	0	0	0	0	0	0.1450377	4.55E-15	3.28E-16	0	0	29.26269	14.56325	4.886274	0
